#Data tag : 19v3 , Norm tag: None
#run:fill,ls,time,hltpath,delivered(/fb),recorded(/fb),avgpu,source
307047:6413,412:412,11/24/17 03:10:26,HLT_HIEle20_WPLoose_Gsf_v1,0.000017914,0.000016691,2.9,HFET
307047:6413,413:413,11/24/17 03:10:49,HLT_HIEle20_WPLoose_Gsf_v1,0.000017965,0.000016774,2.9,HFET
307047:6413,414:414,11/24/17 03:11:12,HLT_HIEle20_WPLoose_Gsf_v1,0.000017949,0.000016729,2.9,HFET
307047:6413,415:415,11/24/17 03:11:36,HLT_HIEle20_WPLoose_Gsf_v1,0.000017511,0.000016429,2.9,HFET
307047:6413,416:416,11/24/17 03:11:59,HLT_HIEle20_WPLoose_Gsf_v1,0.000017349,0.000016377,2.8,HFET
307047:6413,417:417,11/24/17 03:12:22,HLT_HIEle20_WPLoose_Gsf_v1,0.000017317,0.000016329,2.8,HFET
307047:6413,418:418,11/24/17 03:12:46,HLT_HIEle20_WPLoose_Gsf_v1,0.000017375,0.000016365,2.8,HFET
307047:6413,419:419,11/24/17 03:13:09,HLT_HIEle20_WPLoose_Gsf_v1,0.000017608,0.000016517,2.9,HFET
307047:6413,420:420,11/24/17 03:13:32,HLT_HIEle20_WPLoose_Gsf_v1,0.000017512,0.000016452,2.9,HFET
307047:6413,421:421,11/24/17 03:13:56,HLT_HIEle20_WPLoose_Gsf_v1,0.000016570,0.000015752,2.7,HFET
307047:6413,422:422,11/24/17 03:14:19,HLT_HIEle20_WPLoose_Gsf_v1,0.000017471,0.000016387,2.9,HFET
307047:6413,423:423,11/24/17 03:14:42,HLT_HIEle20_WPLoose_Gsf_v1,0.000017808,0.000016632,2.9,HFET
307047:6413,424:424,11/24/17 03:15:06,HLT_HIEle20_WPLoose_Gsf_v1,0.000018028,0.000016800,2.9,HFET
307047:6413,425:425,11/24/17 03:15:29,HLT_HIEle20_WPLoose_Gsf_v1,0.000017969,0.000016809,2.9,HFET
307047:6413,426:426,11/24/17 03:15:52,HLT_HIEle20_WPLoose_Gsf_v1,0.000017938,0.000016795,2.9,HFET
307047:6413,427:427,11/24/17 03:16:16,HLT_HIEle20_WPLoose_Gsf_v1,0.000017844,0.000016698,2.9,HFET
307047:6413,428:428,11/24/17 03:16:39,HLT_HIEle20_WPLoose_Gsf_v1,0.000017793,0.000016638,2.9,HFET
307047:6413,429:429,11/24/17 03:17:02,HLT_HIEle20_WPLoose_Gsf_v1,0.000017699,0.000016603,2.9,HFET
307047:6413,430:430,11/24/17 03:17:25,HLT_HIEle20_WPLoose_Gsf_v1,0.000017747,0.000016624,2.9,HFET
307047:6413,431:431,11/24/17 03:17:49,HLT_HIEle20_WPLoose_Gsf_v1,0.000017747,0.000016626,2.9,HFET
307047:6413,432:432,11/24/17 03:18:12,HLT_HIEle20_WPLoose_Gsf_v1,0.000017737,0.000016598,2.9,HFET
307047:6413,433:433,11/24/17 03:18:35,HLT_HIEle20_WPLoose_Gsf_v1,0.000017951,0.000016789,2.9,HFET
307047:6413,434:434,11/24/17 03:18:59,HLT_HIEle20_WPLoose_Gsf_v1,0.000017778,0.000016651,2.9,HFET
307047:6413,435:435,11/24/17 03:19:22,HLT_HIEle20_WPLoose_Gsf_v1,0.000017683,0.000016625,2.9,HFET
307047:6413,436:436,11/24/17 03:19:45,HLT_HIEle20_WPLoose_Gsf_v1,0.000017676,0.000016580,2.9,HFET
307047:6413,437:437,11/24/17 03:20:09,HLT_HIEle20_WPLoose_Gsf_v1,0.000017784,0.000016630,2.9,HFET
307047:6413,438:438,11/24/17 03:20:32,HLT_HIEle20_WPLoose_Gsf_v1,0.000017589,0.000016641,2.9,HFET
307047:6413,439:439,11/24/17 03:20:55,HLT_HIEle20_WPLoose_Gsf_v1,0.000018143,0.000017441,3.0,HFET
307047:6413,440:440,11/24/17 03:21:19,HLT_HIEle20_WPLoose_Gsf_v1,0.000017631,0.000017209,2.9,HFET
307047:6413,441:441,11/24/17 03:21:42,HLT_HIEle20_WPLoose_Gsf_v1,0.000017402,0.000016990,2.8,HFET
307047:6413,442:442,11/24/17 03:22:05,HLT_HIEle20_WPLoose_Gsf_v1,0.000017407,0.000016994,2.8,HFET
307047:6413,443:443,11/24/17 03:22:29,HLT_HIEle20_WPLoose_Gsf_v1,0.000017430,0.000017016,2.9,HFET
307047:6413,444:444,11/24/17 03:22:52,HLT_HIEle20_WPLoose_Gsf_v1,0.000017530,0.000017111,2.9,HFET
307047:6413,445:445,11/24/17 03:23:15,HLT_HIEle20_WPLoose_Gsf_v1,0.000017428,0.000017013,2.9,HFET
307047:6413,446:446,11/24/17 03:23:38,HLT_HIEle20_WPLoose_Gsf_v1,0.000017317,0.000016906,2.8,HFET
307047:6413,447:447,11/24/17 03:24:02,HLT_HIEle20_WPLoose_Gsf_v1,0.000017311,0.000016876,2.8,HFET
307047:6413,448:448,11/24/17 03:24:25,HLT_HIEle20_WPLoose_Gsf_v1,0.000017326,0.000016917,2.8,HFET
307047:6413,449:449,11/24/17 03:24:48,HLT_HIEle20_WPLoose_Gsf_v1,0.000017276,0.000016866,2.8,HFET
307047:6413,450:450,11/24/17 03:25:12,HLT_HIEle20_WPLoose_Gsf_v1,0.000017060,0.000016659,2.8,HFET
307047:6413,451:451,11/24/17 03:25:35,HLT_HIEle20_WPLoose_Gsf_v1,0.000017749,0.000017322,2.9,HFET
307047:6413,452:452,11/24/17 03:25:58,HLT_HIEle20_WPLoose_Gsf_v1,0.000017656,0.000017231,2.9,HFET
307047:6413,453:453,11/24/17 03:26:22,HLT_HIEle20_WPLoose_Gsf_v1,0.000017802,0.000017372,2.9,HFET
307047:6413,454:454,11/24/17 03:26:45,HLT_HIEle20_WPLoose_Gsf_v1,0.000017826,0.000017395,2.9,HFET
307047:6413,455:455,11/24/17 03:27:08,HLT_HIEle20_WPLoose_Gsf_v1,0.000017650,0.000017226,2.9,HFET
307047:6413,456:456,11/24/17 03:27:32,HLT_HIEle20_WPLoose_Gsf_v1,0.000017561,0.000017142,2.9,HFET
307047:6413,457:457,11/24/17 03:27:55,HLT_HIEle20_WPLoose_Gsf_v1,0.000017762,0.000017332,2.9,HFET
307047:6413,458:458,11/24/17 03:28:18,HLT_HIEle20_WPLoose_Gsf_v1,0.000017650,0.000017226,2.9,HFET
307047:6413,459:459,11/24/17 03:28:41,HLT_HIEle20_WPLoose_Gsf_v1,0.000017582,0.000017160,2.9,HFET
307047:6413,460:460,11/24/17 03:29:05,HLT_HIEle20_WPLoose_Gsf_v1,0.000017755,0.000017328,2.9,HFET
307047:6413,461:461,11/24/17 03:29:28,HLT_HIEle20_WPLoose_Gsf_v1,0.000017840,0.000017407,2.9,HFET
307047:6413,462:462,11/24/17 03:29:51,HLT_HIEle20_WPLoose_Gsf_v1,0.000017655,0.000017229,2.9,HFET
307047:6413,463:463,11/24/17 03:30:15,HLT_HIEle20_WPLoose_Gsf_v1,0.000017583,0.000017161,2.9,HFET
307047:6413,464:464,11/24/17 03:30:38,HLT_HIEle20_WPLoose_Gsf_v1,0.000017477,0.000017060,2.9,HFET
307047:6413,465:465,11/24/17 03:31:01,HLT_HIEle20_WPLoose_Gsf_v1,0.000017562,0.000016653,2.9,HFET
307047:6413,466:466,11/24/17 03:31:25,HLT_HIEle20_WPLoose_Gsf_v1,0.000017703,0.000017027,2.9,HFET
307047:6413,467:467,11/24/17 03:31:48,HLT_HIEle20_WPLoose_Gsf_v1,0.000017645,0.000017198,2.9,HFET
307047:6413,468:468,11/24/17 03:32:11,HLT_HIEle20_WPLoose_Gsf_v1,0.000017501,0.000017056,2.9,HFET
307047:6413,469:469,11/24/17 03:32:35,HLT_HIEle20_WPLoose_Gsf_v1,0.000017267,0.000016838,2.8,HFET
307047:6413,470:470,11/24/17 03:32:58,HLT_HIEle20_WPLoose_Gsf_v1,0.000018062,0.000017587,3.0,HFET
307047:6413,471:471,11/24/17 03:33:21,HLT_HIEle20_WPLoose_Gsf_v1,0.000017745,0.000017290,2.9,HFET
307047:6413,472:472,11/24/17 03:33:45,HLT_HIEle20_WPLoose_Gsf_v1,0.000017636,0.000017186,2.9,HFET
307047:6413,473:473,11/24/17 03:34:08,HLT_HIEle20_WPLoose_Gsf_v1,0.000017402,0.000016964,2.8,HFET
307047:6413,474:474,11/24/17 03:34:31,HLT_HIEle20_WPLoose_Gsf_v1,0.000017512,0.000017070,2.9,HFET
307047:6413,475:475,11/24/17 03:34:54,HLT_HIEle20_WPLoose_Gsf_v1,0.000017428,0.000016608,2.9,HFET
307047:6413,476:476,11/24/17 03:35:18,HLT_HIEle20_WPLoose_Gsf_v1,0.000017621,0.000016747,2.9,HFET
307047:6413,477:477,11/24/17 03:35:41,HLT_HIEle20_WPLoose_Gsf_v1,0.000017614,0.000016750,2.9,HFET
307047:6413,478:478,11/24/17 03:36:04,HLT_HIEle20_WPLoose_Gsf_v1,0.000017614,0.000016754,2.9,HFET
307047:6413,479:479,11/24/17 03:36:28,HLT_HIEle20_WPLoose_Gsf_v1,0.000017489,0.000016654,2.9,HFET
307047:6413,480:480,11/24/17 03:36:51,HLT_HIEle20_WPLoose_Gsf_v1,0.000017549,0.000016682,2.9,HFET
307047:6413,481:481,11/24/17 03:37:14,HLT_HIEle20_WPLoose_Gsf_v1,0.000017590,0.000016755,2.9,HFET
307047:6413,482:482,11/24/17 03:37:38,HLT_HIEle20_WPLoose_Gsf_v1,0.000017456,0.000016606,2.9,HFET
307047:6413,483:483,11/24/17 03:38:01,HLT_HIEle20_WPLoose_Gsf_v1,0.000017407,0.000016600,2.8,HFET
307047:6413,484:484,11/24/17 03:38:24,HLT_HIEle20_WPLoose_Gsf_v1,0.000017601,0.000016725,2.9,HFET
307047:6413,485:485,11/24/17 03:38:48,HLT_HIEle20_WPLoose_Gsf_v1,0.000017588,0.000016721,2.9,HFET
307047:6413,486:486,11/24/17 03:39:11,HLT_HIEle20_WPLoose_Gsf_v1,0.000017673,0.000016803,2.9,HFET
307047:6413,487:487,11/24/17 03:39:34,HLT_HIEle20_WPLoose_Gsf_v1,0.000017501,0.000016684,2.9,HFET
307047:6413,488:488,11/24/17 03:39:58,HLT_HIEle20_WPLoose_Gsf_v1,0.000017067,0.000016297,2.8,HFET
307047:6413,489:489,11/24/17 03:40:21,HLT_HIEle20_WPLoose_Gsf_v1,0.000017872,0.000016994,2.9,HFET
307047:6413,490:490,11/24/17 03:40:44,HLT_HIEle20_WPLoose_Gsf_v1,0.000018042,0.000017269,3.0,HFET
307047:6413,491:491,11/24/17 03:41:07,HLT_HIEle20_WPLoose_Gsf_v1,0.000018003,0.000017539,2.9,HFET
307047:6413,492:492,11/24/17 03:41:31,HLT_HIEle20_WPLoose_Gsf_v1,0.000017589,0.000017145,2.9,HFET
307047:6413,493:493,11/24/17 03:41:54,HLT_HIEle20_WPLoose_Gsf_v1,0.000017453,0.000017018,2.9,HFET
307047:6413,494:494,11/24/17 03:42:17,HLT_HIEle20_WPLoose_Gsf_v1,0.000017724,0.000017273,2.9,HFET
307047:6413,495:495,11/24/17 03:42:41,HLT_HIEle20_WPLoose_Gsf_v1,0.000017627,0.000017179,2.9,HFET
307047:6413,496:496,11/24/17 03:43:04,HLT_HIEle20_WPLoose_Gsf_v1,0.000017557,0.000017112,2.9,HFET
307047:6413,497:497,11/24/17 03:43:27,HLT_HIEle20_WPLoose_Gsf_v1,0.000017413,0.000016975,2.8,HFET
307047:6413,498:498,11/24/17 03:43:51,HLT_HIEle20_WPLoose_Gsf_v1,0.000017402,0.000016970,2.8,HFET
307047:6413,499:499,11/24/17 03:44:14,HLT_HIEle20_WPLoose_Gsf_v1,0.000017544,0.000017109,2.9,HFET
307047:6413,500:500,11/24/17 03:44:37,HLT_HIEle20_WPLoose_Gsf_v1,0.000017528,0.000017110,2.9,HFET
307047:6413,501:501,11/24/17 03:45:01,HLT_HIEle20_WPLoose_Gsf_v1,0.000017442,0.000017027,2.9,HFET
307047:6413,502:502,11/24/17 03:45:24,HLT_HIEle20_WPLoose_Gsf_v1,0.000017417,0.000017003,2.8,HFET
307047:6413,503:503,11/24/17 03:45:47,HLT_HIEle20_WPLoose_Gsf_v1,0.000017551,0.000017133,2.9,HFET
307047:6413,504:504,11/24/17 03:46:10,HLT_HIEle20_WPLoose_Gsf_v1,0.000017581,0.000017160,2.9,HFET
307047:6413,505:505,11/24/17 03:46:34,HLT_HIEle20_WPLoose_Gsf_v1,0.000017486,0.000017067,2.9,HFET
307047:6413,506:506,11/24/17 03:46:57,HLT_HIEle20_WPLoose_Gsf_v1,0.000017299,0.000016891,2.8,HFET
307047:6413,507:507,11/24/17 03:47:20,HLT_HIEle20_WPLoose_Gsf_v1,0.000017322,0.000016910,2.8,HFET
307047:6413,508:508,11/24/17 03:47:44,HLT_HIEle20_WPLoose_Gsf_v1,0.000017432,0.000016774,2.9,HFET
307047:6413,509:509,11/24/17 03:48:07,HLT_HIEle20_WPLoose_Gsf_v1,0.000017485,0.000017048,2.9,HFET
307047:6413,510:510,11/24/17 03:48:30,HLT_HIEle20_WPLoose_Gsf_v1,0.000017367,0.000016933,2.8,HFET
307047:6413,511:511,11/24/17 03:48:54,HLT_HIEle20_WPLoose_Gsf_v1,0.000017338,0.000016906,2.8,HFET
307047:6413,512:512,11/24/17 03:49:17,HLT_HIEle20_WPLoose_Gsf_v1,0.000017421,0.000016985,2.8,HFET
307047:6413,513:513,11/24/17 03:49:40,HLT_HIEle20_WPLoose_Gsf_v1,0.000017378,0.000016918,2.8,HFET
307047:6413,514:514,11/24/17 03:50:04,HLT_HIEle20_WPLoose_Gsf_v1,0.000017493,0.000017050,2.9,HFET
307047:6413,515:515,11/24/17 03:50:27,HLT_HIEle20_WPLoose_Gsf_v1,0.000017452,0.000017011,2.9,HFET
307047:6413,516:516,11/24/17 03:50:50,HLT_HIEle20_WPLoose_Gsf_v1,0.000017438,0.000017001,2.9,HFET
307047:6413,517:517,11/24/17 03:51:13,HLT_HIEle20_WPLoose_Gsf_v1,0.000017537,0.000015296,2.9,HFET
307047:6413,518:518,11/24/17 03:51:37,HLT_HIEle20_WPLoose_Gsf_v1,0.000017691,0,2.9,HFET
307047:6413,519:519,11/24/17 03:52:00,HLT_HIEle20_WPLoose_Gsf_v1,0.000017679,0,2.9,HFET
307047:6413,520:520,11/24/17 03:52:23,HLT_HIEle20_WPLoose_Gsf_v1,0.000017574,0,2.9,HFET
307048:6413,1:1,11/24/17 03:55:06,HLT_HIEle20_WPLoose_Gsf_v1,0.000017906,0.000017211,2.9,HFET
307048:6413,2:2,11/24/17 03:55:30,HLT_HIEle20_WPLoose_Gsf_v1,0.000017838,0.000017397,2.9,HFET
307048:6413,3:3,11/24/17 03:55:53,HLT_HIEle20_WPLoose_Gsf_v1,0.000017732,0.000017281,2.9,HFET
307048:6413,4:4,11/24/17 03:56:16,HLT_HIEle20_WPLoose_Gsf_v1,0.000017767,0.000017316,2.9,HFET
307048:6413,5:5,11/24/17 03:56:39,HLT_HIEle20_WPLoose_Gsf_v1,0.000017804,0.000017351,2.9,HFET
307048:6413,6:6,11/24/17 03:57:03,HLT_HIEle20_WPLoose_Gsf_v1,0.000017948,0.000017487,2.9,HFET
307048:6413,7:7,11/24/17 03:57:26,HLT_HIEle20_WPLoose_Gsf_v1,0.000017845,0.000017388,2.9,HFET
307048:6413,8:8,11/24/17 03:57:49,HLT_HIEle20_WPLoose_Gsf_v1,0.000017758,0.000017305,2.9,HFET
307048:6413,9:9,11/24/17 03:58:13,HLT_HIEle20_WPLoose_Gsf_v1,0.000017877,0.000017419,2.9,HFET
307048:6413,10:10,11/24/17 03:58:36,HLT_HIEle20_WPLoose_Gsf_v1,0.000017796,0.000016678,2.9,HFET
307048:6413,11:11,11/24/17 03:58:59,HLT_HIEle20_WPLoose_Gsf_v1,0.000017744,0.000017293,2.9,HFET
307048:6413,12:12,11/24/17 03:59:23,HLT_HIEle20_WPLoose_Gsf_v1,0.000017762,0.000017310,2.9,HFET
307048:6413,13:13,11/24/17 03:59:46,HLT_HIEle20_WPLoose_Gsf_v1,0.000017760,0.000017308,2.9,HFET
307048:6413,14:14,11/24/17 04:00:09,HLT_HIEle20_WPLoose_Gsf_v1,0.000017871,0.000017433,2.9,HFET
307048:6413,15:15,11/24/17 04:00:33,HLT_HIEle20_WPLoose_Gsf_v1,0.000017912,0.000017451,2.9,HFET
307048:6413,16:16,11/24/17 04:00:56,HLT_HIEle20_WPLoose_Gsf_v1,0.000017859,0.000017401,2.9,HFET
307048:6413,17:17,11/24/17 04:01:19,HLT_HIEle20_WPLoose_Gsf_v1,0.000017846,0.000017392,2.9,HFET
307048:6413,18:18,11/24/17 04:01:42,HLT_HIEle20_WPLoose_Gsf_v1,0.000017680,0.000017232,2.9,HFET
307048:6413,19:19,11/24/17 04:02:06,HLT_HIEle20_WPLoose_Gsf_v1,0.000017397,0.000016964,2.8,HFET
307048:6413,20:20,11/24/17 04:02:29,HLT_HIEle20_WPLoose_Gsf_v1,0.000018067,0.000017599,3.0,HFET
307048:6413,21:21,11/24/17 04:02:52,HLT_HIEle20_WPLoose_Gsf_v1,0.000017649,0.000017205,2.9,HFET
307048:6413,22:22,11/24/17 04:03:16,HLT_HIEle20_WPLoose_Gsf_v1,0.000017278,0.000016851,2.8,HFET
307048:6413,23:23,11/24/17 04:03:39,HLT_HIEle20_WPLoose_Gsf_v1,0.000017258,0.000016834,2.8,HFET
307048:6413,24:24,11/24/17 04:04:02,HLT_HIEle20_WPLoose_Gsf_v1,0.000017331,0.000016902,2.8,HFET
307048:6413,25:25,11/24/17 04:04:26,HLT_HIEle20_WPLoose_Gsf_v1,0.000017197,0.000016775,2.8,HFET
307048:6413,26:26,11/24/17 04:04:49,HLT_HIEle20_WPLoose_Gsf_v1,0.000017324,0.000016874,2.8,HFET
307048:6413,27:27,11/24/17 04:05:12,HLT_HIEle20_WPLoose_Gsf_v1,0.000017575,0.000017133,2.9,HFET
307048:6413,28:28,11/24/17 04:05:36,HLT_HIEle20_WPLoose_Gsf_v1,0.000017663,0.000017214,2.9,HFET
307048:6413,29:29,11/24/17 04:05:59,HLT_HIEle20_WPLoose_Gsf_v1,0.000017824,0.000017370,2.9,HFET
307048:6413,30:30,11/24/17 04:06:22,HLT_HIEle20_WPLoose_Gsf_v1,0.000017719,0.000017267,2.9,HFET
307048:6413,31:31,11/24/17 04:06:46,HLT_HIEle20_WPLoose_Gsf_v1,0.000017506,0.000017065,2.9,HFET
307048:6413,32:32,11/24/17 04:07:09,HLT_HIEle20_WPLoose_Gsf_v1,0.000017285,0.000016856,2.8,HFET
307048:6413,33:33,11/24/17 04:07:32,HLT_HIEle20_WPLoose_Gsf_v1,0.000017512,0.000017070,2.9,HFET
307048:6413,34:34,11/24/17 04:07:55,HLT_HIEle20_WPLoose_Gsf_v1,0.000017928,0.000017472,2.9,HFET
307048:6413,35:35,11/24/17 04:08:19,HLT_HIEle20_WPLoose_Gsf_v1,0.000017784,0.000017355,2.9,HFET
307048:6413,36:36,11/24/17 04:08:42,HLT_HIEle20_WPLoose_Gsf_v1,0.000017710,0.000017281,2.9,HFET
307048:6413,37:37,11/24/17 04:09:05,HLT_HIEle20_WPLoose_Gsf_v1,0.000017636,0.000017212,2.9,HFET
307048:6413,38:38,11/24/17 04:09:29,HLT_HIEle20_WPLoose_Gsf_v1,0.000017597,0.000016909,2.9,HFET
307048:6413,39:39,11/24/17 04:09:52,HLT_HIEle20_WPLoose_Gsf_v1,0.000017706,0.000017279,2.9,HFET
307048:6413,40:40,11/24/17 04:10:15,HLT_HIEle20_WPLoose_Gsf_v1,0.000017653,0.000017228,2.9,HFET
307048:6413,41:41,11/24/17 04:10:39,HLT_HIEle20_WPLoose_Gsf_v1,0.000017583,0.000017160,2.9,HFET
307048:6413,42:42,11/24/17 04:11:02,HLT_HIEle20_WPLoose_Gsf_v1,0.000017546,0.000017126,2.9,HFET
307048:6413,43:43,11/24/17 04:11:25,HLT_HIEle20_WPLoose_Gsf_v1,0.000017817,0.000017383,2.9,HFET
307048:6413,44:44,11/24/17 04:11:49,HLT_HIEle20_WPLoose_Gsf_v1,0.000017957,0.000017499,2.9,HFET
307048:6413,45:45,11/24/17 04:12:12,HLT_HIEle20_WPLoose_Gsf_v1,0.000017584,0.000017143,2.9,HFET
307048:6413,46:46,11/24/17 04:12:35,HLT_HIEle20_WPLoose_Gsf_v1,0.000017763,0.000017305,2.9,HFET
307048:6413,47:47,11/24/17 04:12:58,HLT_HIEle20_WPLoose_Gsf_v1,0.000017836,0.000017376,2.9,HFET
307048:6413,48:48,11/24/17 04:13:22,HLT_HIEle20_WPLoose_Gsf_v1,0.000018061,0.000017586,3.0,HFET
307048:6413,49:49,11/24/17 04:13:45,HLT_HIEle20_WPLoose_Gsf_v1,0.000017885,0.000017419,2.9,HFET
307048:6413,50:50,11/24/17 04:14:08,HLT_HIEle20_WPLoose_Gsf_v1,0.000018061,0.000017589,3.0,HFET
307048:6413,51:51,11/24/17 04:14:32,HLT_HIEle20_WPLoose_Gsf_v1,0.000017682,0.000017232,2.9,HFET
307048:6413,52:52,11/24/17 04:14:55,HLT_HIEle20_WPLoose_Gsf_v1,0.000017220,0.000016795,2.8,HFET
307048:6413,53:53,11/24/17 04:15:18,HLT_HIEle20_WPLoose_Gsf_v1,0.000017426,0.000016990,2.8,HFET
307048:6413,54:54,11/24/17 04:15:42,HLT_HIEle20_WPLoose_Gsf_v1,0.000017451,0.000017013,2.9,HFET
307048:6413,55:55,11/24/17 04:16:05,HLT_HIEle20_WPLoose_Gsf_v1,0.000017359,0.000016928,2.8,HFET
307048:6413,56:56,11/24/17 04:16:28,HLT_HIEle20_WPLoose_Gsf_v1,0.000017293,0.000016878,2.8,HFET
307048:6413,57:57,11/24/17 04:16:52,HLT_HIEle20_WPLoose_Gsf_v1,0.000017336,0.000016906,2.8,HFET
307048:6413,58:58,11/24/17 04:17:15,HLT_HIEle20_WPLoose_Gsf_v1,0.000017203,0.000016782,2.8,HFET
307048:6413,59:59,11/24/17 04:17:38,HLT_HIEle20_WPLoose_Gsf_v1,0.000017286,0.000016858,2.8,HFET
307048:6413,60:60,11/24/17 04:18:02,HLT_HIEle20_WPLoose_Gsf_v1,0.000017614,0.000017170,2.9,HFET
307048:6413,61:61,11/24/17 04:18:25,HLT_HIEle20_WPLoose_Gsf_v1,0.000017650,0.000017177,2.9,HFET
307048:6413,62:62,11/24/17 04:18:48,HLT_HIEle20_WPLoose_Gsf_v1,0.000017507,0.000017068,2.9,HFET
307048:6413,63:63,11/24/17 04:19:12,HLT_HIEle20_WPLoose_Gsf_v1,0.000017480,0.000017041,2.9,HFET
307048:6413,64:64,11/24/17 04:19:35,HLT_HIEle20_WPLoose_Gsf_v1,0.000017650,0.000017202,2.9,HFET
307048:6413,65:65,11/24/17 04:19:58,HLT_HIEle20_WPLoose_Gsf_v1,0.000017628,0.000017179,2.9,HFET
307048:6413,66:66,11/24/17 04:20:21,HLT_HIEle20_WPLoose_Gsf_v1,0.000017483,0.000017043,2.9,HFET
307048:6413,67:67,11/24/17 04:20:45,HLT_HIEle20_WPLoose_Gsf_v1,0.000017593,0.000017150,2.9,HFET
307048:6413,68:68,11/24/17 04:21:08,HLT_HIEle20_WPLoose_Gsf_v1,0.000017616,0.000017173,2.9,HFET
307048:6413,69:69,11/24/17 04:21:31,HLT_HIEle20_WPLoose_Gsf_v1,0.000017439,0.000017004,2.9,HFET
307048:6413,70:70,11/24/17 04:21:55,HLT_HIEle20_WPLoose_Gsf_v1,0.000017273,0.000016603,2.8,HFET
307048:6413,71:71,11/24/17 04:22:18,HLT_HIEle20_WPLoose_Gsf_v1,0.000017349,0.000016917,2.8,HFET
307048:6413,72:72,11/24/17 04:22:41,HLT_HIEle20_WPLoose_Gsf_v1,0.000017478,0.000017041,2.9,HFET
307048:6413,73:73,11/24/17 04:23:05,HLT_HIEle20_WPLoose_Gsf_v1,0.000017512,0.000017075,2.9,HFET
307048:6413,74:74,11/24/17 04:23:28,HLT_HIEle20_WPLoose_Gsf_v1,0.000017453,0.000017015,2.9,HFET
307048:6413,75:75,11/24/17 04:23:51,HLT_HIEle20_WPLoose_Gsf_v1,0.000017424,0.000016988,2.8,HFET
307048:6413,76:76,11/24/17 04:24:15,HLT_HIEle20_WPLoose_Gsf_v1,0.000017268,0.000016825,2.8,HFET
307048:6413,77:77,11/24/17 04:24:38,HLT_HIEle20_WPLoose_Gsf_v1,0.000017471,0.000017054,2.9,HFET
307048:6413,78:78,11/24/17 04:25:01,HLT_HIEle20_WPLoose_Gsf_v1,0.000017576,0.000016265,2.9,HFET
307048:6413,79:79,11/24/17 04:25:25,HLT_HIEle20_WPLoose_Gsf_v1,0.000017538,0.000017112,2.9,HFET
307048:6413,80:80,11/24/17 04:25:48,HLT_HIEle20_WPLoose_Gsf_v1,0.000017333,0.000016915,2.8,HFET
307048:6413,81:81,11/24/17 04:26:11,HLT_HIEle20_WPLoose_Gsf_v1,0.000017444,0.000017025,2.9,HFET
307048:6413,82:82,11/24/17 04:26:34,HLT_HIEle20_WPLoose_Gsf_v1,0.000017623,0.000017195,2.9,HFET
307048:6413,83:83,11/24/17 04:26:58,HLT_HIEle20_WPLoose_Gsf_v1,0.000017580,0.000017156,2.9,HFET
307048:6413,84:84,11/24/17 04:27:21,HLT_HIEle20_WPLoose_Gsf_v1,0.000017416,0.000016998,2.8,HFET
307048:6413,85:85,11/24/17 04:27:44,HLT_HIEle20_WPLoose_Gsf_v1,0.000017144,0.000016740,2.8,HFET
307048:6413,86:86,11/24/17 04:28:08,HLT_HIEle20_WPLoose_Gsf_v1,0.000017819,0.000017380,2.9,HFET
307048:6413,87:87,11/24/17 04:28:31,HLT_HIEle20_WPLoose_Gsf_v1,0.000017671,0.000017242,2.9,HFET
307048:6413,88:88,11/24/17 04:28:54,HLT_HIEle20_WPLoose_Gsf_v1,0.000017741,0.000017309,2.9,HFET
307048:6413,89:89,11/24/17 04:29:18,HLT_HIEle20_WPLoose_Gsf_v1,0.000017701,0.000017265,2.9,HFET
307048:6413,90:90,11/24/17 04:29:41,HLT_HIEle20_WPLoose_Gsf_v1,0.000017775,0.000017093,2.9,HFET
307048:6413,91:91,11/24/17 04:30:04,HLT_HIEle20_WPLoose_Gsf_v1,0.000017877,0.000017444,2.9,HFET
307048:6413,92:92,11/24/17 04:30:28,HLT_HIEle20_WPLoose_Gsf_v1,0.000017839,0.000017404,2.9,HFET
307048:6413,93:93,11/24/17 04:30:51,HLT_HIEle20_WPLoose_Gsf_v1,0.000017726,0.000017298,2.9,HFET
307048:6413,94:94,11/24/17 04:31:14,HLT_HIEle20_WPLoose_Gsf_v1,0.000017673,0.000017246,2.9,HFET
307048:6413,95:95,11/24/17 04:31:37,HLT_HIEle20_WPLoose_Gsf_v1,0.000017887,0.000017449,2.9,HFET
307048:6413,96:96,11/24/17 04:32:01,HLT_HIEle20_WPLoose_Gsf_v1,0.000017958,0.000017516,2.9,HFET
307048:6413,97:97,11/24/17 04:32:24,HLT_HIEle20_WPLoose_Gsf_v1,0.000017954,0.000017515,2.9,HFET
307048:6413,98:98,11/24/17 04:32:47,HLT_HIEle20_WPLoose_Gsf_v1,0.000017949,0.000017509,2.9,HFET
307048:6413,99:99,11/24/17 04:33:11,HLT_HIEle20_WPLoose_Gsf_v1,0.000017393,0.000016979,2.8,HFET
307048:6413,100:100,11/24/17 04:33:34,HLT_HIEle20_WPLoose_Gsf_v1,0.000017597,0.000017170,2.9,HFET
307048:6413,101:101,11/24/17 04:33:57,HLT_HIEle20_WPLoose_Gsf_v1,0.000017558,0.000017137,2.9,HFET
307048:6413,102:102,11/24/17 04:34:21,HLT_HIEle20_WPLoose_Gsf_v1,0.000017375,0.000016960,2.8,HFET
